original_url,country,selector,final_url,ip,geo_country,isp,user_agent,anchor_type,session_id,attempts,proxy_type,error_type,error_message
https://quniza.com/qatar-airways-setting-new-standards-in-luxury-air-travel/,US,,https://www.coupondunia.in/,70.240.207.29,US,"AS7018 AT&T Enterprises, LLC","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36",AUTO: <center><a></a></center>,,1,custom-url,,
